mz,id,ion,example,formula
911.6506,PA 50:6,[M+Na]+,"GPA(24:4(5Z,8Z,11Z,14Z)/26:2(5Z,9Z))",C53H93O8P
911.65884,MGDG 44:5,[M+Na]+,"MGDG(24:1(15Z)/20:4(7E,10E,13E,16E))",C53H92O10
911.71001,TG 55:8,[M+Na]+,TG(17:1/18:3/20:4),C58H96O6
911.76753,TG 56:7,[M+Li]+,TG(18:1/18:2/20:4),C59H100O6
911.80385,TG 54:1,[M+Na]+,TG(18:0/18:0/18:1),C57H108O6
911.86137,TG 55:0,[M+Li]+,TG(16:0/18:0/21:0),C58H112O6
912.57308,PS 44:7,[M+Na]+,"GPSer(20:3(8Z,11Z,14Z)/24:4(5Z,8Z,11Z,14Z))",C50H84NO10P
912.57545,PS 46:10,[M+H]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C52H82NO10P
912.64584,PC 44:6,[M+Na]+,"GPCho(20:2(11Z,14Z)/24:4(5Z,8Z,11Z,14Z))",C52H92NO8P
912.64584,PE 47:6,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/25:0)",C52H92NO8P
912.6482,PC 46:9,[M+H]+,"GPCho(24:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C54H90NO8P
912.66696,PS 43:0,[M+Na]+,GPSer(19:0/24:0),C49H96NO10P
912.66938,PS 45:3,[M+H]+,"GPSer(20:3(5Z,8Z,11Z)/25:0)",C51H94NO10P
912.74213,PC 45:2,[M+H]+,"GPCho(19:0/26:2(5Z,9Z))",C53H102NO8P
912.74213,PE 48:2,[M+H]+,"GPEtn(22:0/26:2(5Z,9E))",C53H102NO8P
912.75037,MGDG 44:2,[M+NH4]+,"MGDG(24:0/20:2(11Z,14Z))",C53H98O10
912.77851,plasmenyl-PC 46:1,[M+H]+,PC(P-20:0/26:1(5Z)),C54H106NO7P
912.78675,MGDG 46:2,[M+NH4-CO]+,"MGDG(24:0/22:2(13Z,16Z))",C55H102O10
912.80153,TG 55:5,[M+NH4]+,TG(16:0/17:0/22:5),C58H102O6
913.58647,DGDG 32:1,[M+Na]+,DGDG(14:0/18:1(6Z)),C47H86O15
913.6638,PA 48:2,[M+Na2-H]+,"GPA(22:0/26:2(5E,9Z))",C51H97O8P
913.66622,PA 50:5,[M+Na]+,"GPA(24:4(5Z,8Z,11Z,14Z)/26:1(5Z))",C53H95O8P
913.67447,MGDG 44:4,[M+Na]+,"MGDG(26:0/18:4(9E,11E,13E,15E))",C53H94O10
913.72565,TG 55:7,[M+Na]+,TG(17:0/18:3/20:4),C58H98O6
913.78317,TG 56:6,[M+Li]+,TG(17:2/19:0/20:4),C59H102O6
913.81949,TG 54:0,[M+Na]+,TG(16:0/18:0/20:0),C57H110O6
914.58871,PS 44:6,[M+Na]+,"GPSer(18:4(9E,11E,13E,15E)/26:2(5E,9Z))",C50H86NO10P
914.59113,PS 46:9,[M+H]+,"GPSer(22:5(4Z,7Z,10Z,13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C52H84NO10P
914.66146,PC 44:5,[M+Na]+,"GPCho(22:0/22:5(7Z,10Z,13Z,16Z,19Z))",C52H94NO8P
914.66146,PE 47:5,[M+Na]+,"GPEtn(22:5(7Z,10Z,13Z,16Z,19Z)/25:0)",C52H94NO8P
914.66389,PC 46:8,[M+H]+,"GPCho(22:4(7Z,10Z,13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C54H92NO8P
914.68501,PS 45:2,[M+H]+,"GPSer(25:0/20:2(11Z,14Z))",C51H96NO10P
914.72333,TG 56:11,[M+NH4]+,TG(18:3/18:3/20:5),C59H92O6
914.75776,PC 45:1,[M+H]+,GPCho(20:1(11Z)/25:0),C53H104NO8P
914.75776,PE 48:1,[M+H]+,GPEtn(24:1(15Z)/24:0),C53H104NO8P
914.76597,MGDG 44:1,[M+NH4]+,MGDG(24:0/20:1(13Z)),C53H100O10
914.79414,plasmenyl-PC 46:0,[M+H]+,PC(P-20:0/26:0),C54H108NO7P
914.80239,MGDG 46:1,[M+NH4-CO]+,MGDG(26:0/20:1(13E)),C55H104O10
914.81717,TG 55:4,[M+NH4]+,TG(16:1/18:3/21:0),C58H104O6
915.60207,DGDG 32:0,[M+Na]+,DGDG(12:0/20:0),C47H88O15
915.67948,PA 48:1,[M+Na2-H]+,GPA(24:0/24:1(15Z)),C51H99O8P
915.68185,PA 50:4,[M+Na]+,"GPA(24:4(5Z,8Z,11Z,14Z)/26:0)",C53H97O8P
915.69017,MGDG 44:3,[M+Na]+,"MGDG(24:1(15Z)/20:2(5Z,8Z))",C53H96O10
915.70497,TG 57:12,[M+Li]+,TG(17:2/20:5/20:5),C60H92O6
915.74129,TG 55:6,[M+Na]+,TG(17:1/18:2/20:3),C58H100O6
915.79881,TG 56:5,[M+Li]+,TG(18:2/18:2/20:1),C59H104O6
916.60433,PS 44:5,[M+Na]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/20:1(13Z))",C50H88NO10P
916.60676,PS 46:8,[M+H]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",C52H86NO10P
916.67715,PC 44:4,[M+Na]+,"GPCho(18:2(2E,4E)/26:2(5E,9Z))",C52H96NO8P
916.67715,PE 47:4,[M+Na]+,"GPEtn(22:4(7Z,10Z,13Z,16Z)/25:0)",C52H96NO8P
916.67951,PC 46:7,[M+H]+,"GPCho(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C54H94NO8P
916.70063,PS 45:1,[M+H]+,GPSer(25:0/20:1(13Z)),C51H98NO10P
916.73897,TG 56:10,[M+NH4]+,TG(18:3/18:3/20:4),C59H94O6
916.77345,PC 45:0,[M+H]+,GPCho(22:0/23:0),C53H106NO8P
916.77345,PE 48:0,[M+H]+,GPEtn(22:0/26:0),C53H106NO8P
916.78167,MGDG 44:0,[M+NH4]+,MGDG(25:0/19:0),C53H102O10
916.81805,MGDG 46:0,[M+NH4-CO]+,MGDG(20:0/26:0),C55H106O10
916.83281,TG 55:3,[M+NH4]+,TG(18:1/18:2/19:0),C58H106O6
917.52383,DGDG 33:6,[M+Na]+,"DGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/11:0)",C48H78O15
917.69511,PA 48:0,[M+Na2-H]+,GPA(23:0/25:0),C51H101O8P
917.69753,PA 50:3,[M+Na]+,"GPA(26:2(5Z,9Z)/24:1(15Z))",C53H99O8P
917.70577,MGDG 44:2,[M+Na]+,MGDG(26:1(5Z)/18:1(7Z)),C53H98O10
917.72061,TG 57:11,[M+Li]+,TG(17:2/20:4/20:5),C60H94O6
917.75693,TG 55:5,[M+Na]+,TG(17:2/18:2/20:1),C58H102O6
917.81445,TG 56:4,[M+Li]+,TG(18:1/18:1/20:2),C59H106O6
918.62002,PS 44:4,[M+Na]+,"GPSer(24:0/20:4(7E,10E,13E,16E))",C50H90NO10P
918.62238,PS 46:7,[M+H]+,"GPSer(20:5(5Z,8Z,11Z,14Z,17Z)/26:2(5Z,9E))",C52H88NO10P
918.69277,PC 44:3,[M+Na]+,"GPCho(26:2(5Z,9E)/18:1(11Z))",C52H98NO8P
918.6952,PC 46:6,[M+H]+,"GPCho(24:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",C54H96NO8P
918.70344,MGDG 45:6,[M+NH4]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C54H92O10
918.71632,PS 45:0,[M+H]+,GPSer(23:0/22:0),C51H100NO10P
918.73985,MGDG 47:6,[M+NH4-CO]+,"MGDG(25:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C56H96O10
918.75461,TG 56:9,[M+NH4]+,TG(17:2/17:2/22:5),C59H96O6
918.84845,TG 55:2,[M+NH4]+,TG(17:1/17:1/21:0),C58H108O6
919.53951,DGDG 33:5,[M+Na]+,"DGDG(15:1(9Z)/18:4(9E,11E,13E,15E))",C48H80O15
919.67873,TG 56:11,[M+Na]+,TG(18:3/18:3/20:5),C59H92O6
919.71316,PA 50:2,[M+Na]+,"GPA(26:2(5Z,9Z)/24:0)",C53H101O8P
919.72137,MGDG 44:1,[M+Na]+,MGDG(24:1(15Z)/20:0),C53H100O10
919.73625,TG 57:10,[M+Li]+,TG(17:1/20:4/20:5),C60H96O6
919.77257,TG 55:4,[M+Na]+,TG(17:0/18:1/20:3),C58H104O6
919.83009,TG 56:3,[M+Li]+,TG(18:1/18:2/20:0),C59H108O6
920.63564,PS 44:3,[M+Na]+,"GPSer(18:1(11E)/26:2(5E,9Z))",C50H92NO10P
920.63807,PS 46:6,[M+H]+,"GPSer(22:2(13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C52H90NO10P
920.7084,PC 44:2,[M+Na]+,GPCho(24:1(15Z)/20:1(11E)),C52H100NO8P
920.7084,PE 47:2,[M+Na]+,"GPEtn(21:0/26:2(5E,9Z))",C52H100NO8P
920.71082,PC 46:5,[M+H]+,"GPCho(26:2(5E,9Z)/20:3(8Z,11Z,14Z))",C54H98NO8P
920.71907,MGDG 45:5,[M+NH4]+,"MGDG(22:5(4Z,7Z,10Z,13Z,16Z)/23:0)",C54H94O10
920.75545,MGDG 47:5,[M+NH4-CO]+,"MGDG(25:0/22:5(4Z,7Z,10Z,13Z,16Z))",C56H98O10
920.77025,TG 56:8,[M+NH4]+,TG(18:0/18:3/20:5),C59H98O6
920.86409,TG 55:1,[M+NH4]+,TG(18:0/18:1/19:0),C58H110O6
921.55514,DGDG 33:4,[M+Na]+,"DGDG(13:0/20:4(5E,8E,11E,14E))",C48H82O15
921.69437,TG 56:10,[M+Na]+,TG(17:2/17:2/22:6),C59H94O6
921.72884,PA 50:1,[M+Na]+,GPA(24:0/26:1(5Z)),C53H103O8P
921.73707,MGDG 44:0,[M+Na]+,MGDG(26:0/18:0),C53H102O10
921.75189,TG 57:9,[M+Li]+,TG(17:0/20:4/20:5),C60H98O6
921.78821,TG 55:3,[M+Na]+,TG(16:1/19:0/20:2),C58H106O6
921.84573,TG 56:2,[M+Li]+,TG(17:0/17:0/22:2),C59H110O6
922.63015,PE 48:8,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/26:2(5E,9Z))",C53H90NO8P
922.65133,PS 44:2,[M+Na]+,"GPSer(22:2(13Z,16Z)/22:0)",C50H94NO10P
922.65369,PS 46:5,[M+H]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/22:1(13Z))",C52H92NO10P
922.72408,PC 44:1,[M+Na]+,GPCho(26:0/18:1(9Z)),C52H102NO8P
922.72408,PE 47:1,[M+Na]+,GPEtn(22:1(13Z)/25:0),C52H102NO8P
922.72645,PC 46:4,[M+H]+,"GPCho(20:4(5Z,8Z,11Z,14Z)/26:0)",C54H100NO8P
922.72645,PE 49:4,[M+H]+,"GPEtn(25:0/24:4(5Z,8Z,11Z,14Z))",C54H100NO8P
922.73477,MGDG 45:4,[M+NH4]+,"MGDG(21:0/24:4(5Z,8Z,11Z,14Z))",C54H96O10
922.76046,plasmenyl-PC 45:0,[M+Na]+,PC(P-20:0/25:0),C53H106NO7P
922.77105,MGDG 47:4,[M+NH4-CO]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/23:0)",C56H100O10
922.78589,TG 56:7,[M+NH4]+,TG(16:1/18:3/22:3),C59H100O6
922.87973,TG 55:0,[M+NH4]+,TG(17:0/19:0/19:0),C58H112O6
923.57077,DGDG 33:3,[M+Na]+,"DGDG(15:1(9Z)/18:2(9E,12E))",C48H84O15
923.64817,PA 49:4,[M+Na2-H]+,"GPA(24:4(5Z,8Z,11Z,14Z)/25:0)",C52H95O8P
923.65884,MGDG 45:6,[M+Na]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C54H92O10
923.71001,TG 56:9,[M+Na]+,TG(18:3/18:3/20:3),C59H96O6
923.74447,PA 50:0,[M+Na]+,GPA(25:0/25:0),C53H105O8P
923.76753,TG 57:8,[M+Li]+,TG(17:1/18:1/22:6),C60H100O6
923.80385,TG 55:2,[M+Na]+,TG(17:0/18:2/20:0),C58H108O6
923.86137,TG 56:1,[M+Li]+,TG(17:1/18:0/21:0),C59H112O6
924.64584,PE 48:7,[M+Na]+,"GPEtn(22:5(7Z,10Z,13Z,16Z,19Z)/26:2(5Z,9E))",C53H92NO8P
924.65647,MGDG 46:10,[M+NH4]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C55H86O10
924.66696,PS 44:1,[M+Na]+,GPSer(20:1(11Z)/24:0),C50H96NO10P
924.66938,PS 46:4,[M+H]+,"GPSer(24:0/22:4(7Z,10Z,13Z,16Z))",C52H94NO10P
924.73971,PC 44:0,[M+Na]+,GPCho(19:0/25:0),C52H104NO8P
924.73971,PE 47:0,[M+Na]+,GPEtn(21:0/26:0),C52H104NO8P
924.74213,PC 46:3,[M+H]+,"GPCho(26:2(5Z,9E)/20:1(13E))",C54H102NO8P
924.75037,MGDG 45:3,[M+NH4]+,"MGDG(20:3(8Z,11Z,14Z)/25:0)",C54H98O10
924.80153,TG 56:6,[M+NH4]+,TG(16:0/18:1/22:5),C59H102O6
925.58647,DGDG 33:2,[M+Na]+,DGDG(16:1(9Z)/17:1(9Z)),C48H86O15
925.67447,MGDG 45:5,[M+Na]+,"MGDG(25:0/20:5(5Z,8Z,11Z,14Z,17Z))",C54H94O10
925.72565,TG 56:8,[M+Na]+,TG(18:1/18:3/20:4),C59H98O6
925.78317,TG 57:7,[M+Li]+,TG(17:1/18:3/22:3),C60H102O6
925.81949,TG 55:1,[M+Na]+,TG(16:0/19:0/20:1),C58H110O6
925.87701,TG 56:0,[M+Li]+,TG(16:0/20:0/20:0),C59H114O6
926.66146,PC 45:6,[M+Na]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C53H94NO8P
926.66146,PE 48:6,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/26:0)",C53H94NO8P
926.67213,MGDG 46:9,[M+NH4]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C55H88O10
926.68258,PS 44:0,[M+Na]+,GPSer(25:0/19:0),C50H98NO10P
926.68501,PS 46:3,[M+H]+,"GPSer(20:3(8Z,11Z,14Z)/26:0)",C52H96NO10P
926.72333,TG 57:12,[M+NH4]+,TG(17:2/20:5/20:5),C60H92O6
926.75776,PC 46:2,[M+H]+,GPCho(24:1(15Z)/22:1(13Z)),C54H104NO8P
926.75776,PE 49:2,[M+H]+,"GPEtn(23:0/26:2(5Z,9Z))",C54H104NO8P
926.76597,MGDG 45:2,[M+NH4]+,"MGDG(19:0/26:2(5Z,9E))",C54H100O10
926.80239,MGDG 47:2,[M+NH4-CO]+,"MGDG(26:2(5E,9Z)/21:0)",C56H104O10
926.81717,TG 56:5,[M+NH4]+,TG(18:1/18:2/20:2),C59H104O6
927.60207,DGDG 33:1,[M+Na]+,DGDG(18:1(13Z)/15:0),C48H88O15
927.67948,PA 49:2,[M+Na2-H]+,"GPA(23:0/26:2(5Z,9E))",C52H99O8P
927.69017,MGDG 45:4,[M+Na]+,"MGDG(25:0/20:4(7E,10E,13E,16E))",C54H96O10
927.70497,TG 58:13,[M+Li]+,TG(18:3/20:5/20:5),C61H92O6
927.74129,TG 56:7,[M+Na]+,TG(16:0/20:2/20:5),C59H100O6
927.79881,TG 57:6,[M+Li]+,TG(18:3/19:0/20:3),C60H104O6
927.83513,TG 55:0,[M+Na]+,TG(16:0/18:0/21:0),C58H112O6
928.60433,PS 45:6,[M+Na]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C51H88NO10P
928.67715,PC 45:5,[M+Na]+,"GPCho(23:0/22:5(7Z,10Z,13Z,16Z,19Z))",C53H96NO8P
928.67715,PE 48:5,[M+Na]+,"GPEtn(22:4(7Z,10Z,13Z,16Z)/26:1(5Z))",C53H96NO8P
928.68777,MGDG 46:8,[M+NH4]+,"MGDG(22:4(7Z,10Z,13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C55H90O10
928.70063,PS 46:2,[M+H]+,GPSer(20:1(13Z)/26:1(5Z)),C52H98NO10P
928.72415,MGDG 48:8,[M+NH4-CO]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/26:2(5E,9Z))",C57H94O10
928.73897,TG 57:11,[M+NH4]+,TG(17:2/18:3/22:6),C60H94O6
928.77345,PC 46:1,[M+H]+,GPCho(24:0/22:1(13Z)),C54H106NO8P
928.77345,PE 49:1,[M+H]+,GPEtn(24:1(15Z)/25:0),C54H106NO8P
928.78167,MGDG 45:1,[M+NH4]+,MGDG(26:1(5Z)/19:0),C54H102O10
928.81805,MGDG 47:1,[M+NH4-CO]+,MGDG(26:1(5Z)/21:0),C56H106O10
928.83281,TG 56:4,[M+NH4]+,TG(17:0/17:2/22:2),C59H106O6
929.61187,MGDG 46:10,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C55H86O10
929.61777,DGDG 33:0,[M+Na]+,DGDG(15:0/18:0),C48H90O15
929.69511,PA 49:1,[M+Na2-H]+,GPA(24:1(15Z)/25:0),C52H101O8P
929.70577,MGDG 45:3,[M+Na]+,"MGDG(25:0/20:3(8Z,11Z,14Z))",C54H98O10
929.72061,TG 58:12,[M+Li]+,TG(18:3/20:4/20:5),C61H94O6
929.75693,TG 56:6,[M+Na]+,TG(18:0/18:2/20:4),C59H102O6
929.81445,TG 57:5,[M+Li]+,TG(18:3/19:0/20:2),C60H106O6
930.62002,PS 45:5,[M+Na]+,"GPSer(23:0/22:5(4Z,7Z,10Z,13Z,16Z))",C51H90NO10P
930.69277,PC 45:4,[M+Na]+,"GPCho(25:0/20:4(5Z,8Z,11Z,14Z))",C53H98NO8P
930.69277,PE 48:4,[M+Na]+,"GPEtn(22:4(7Z,10Z,13Z,16Z)/26:0)",C53H98NO8P
930.70344,MGDG 46:7,[M+NH4]+,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/26:2(5E,9Z))",C55H92O10
930.71632,PS 46:1,[M+H]+,GPSer(22:1(13Z)/24:0),C52H100NO10P
930.73985,MGDG 48:7,[M+NH4-CO]+,"MGDG(26:2(5Z,9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C57H96O10
930.75461,TG 57:10,[M+NH4]+,TG(17:1/18:3/22:6),C60H96O6
930.78907,PC 46:0,[M+H]+,GPCho(26:0/20:0),C54H108NO8P
930.78907,PE 49:0,[M+H]+,GPEtn(25:0/24:0),C54H108NO8P
930.79731,MGDG 45:0,[M+NH4]+,MGDG(24:0/21:0),C54H104O10
930.8337,MGDG 47:0,[M+NH4-CO]+,MGDG(24:0/23:0),C56H108O10
930.84845,TG 56:3,[M+NH4]+,TG(18:0/18:0/20:3),C59H108O6
931.53951,DGDG 34:6,[M+Na]+,"DGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)",C49H80O15
931.62753,MGDG 46:9,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C55H88O10
931.67873,TG 57:12,[M+Na]+,TG(17:2/20:5/20:5),C60H92O6
931.71079,PA 49:0,[M+Na2-H]+,GPA(26:0/23:0),C52H103O8P
931.72137,MGDG 45:2,[M+Na]+,"MGDG(26:2(5Z,9E)/19:0)",C54H100O10
931.73625,TG 58:11,[M+Li]+,TG(18:2/20:4/20:5),C61H96O6
931.77257,TG 56:5,[M+Na]+,TG(18:0/18:0/20:5),C59H104O6
931.83009,TG 57:4,[M+Li]+,TG(17:1/20:0/20:3),C60H108O6
932.61453,PC 46:10,[M+Na]+,"GPCho(24:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C54H88NO8P
932.63564,PS 45:4,[M+Na]+,"GPSer(25:0/20:4(5Z,8Z,11Z,14Z))",C51H92NO10P
932.7084,PC 45:3,[M+Na]+,"GPCho(25:0/20:3(8Z,11Z,14Z))",C53H100NO8P
932.7084,PE 48:3,[M+Na]+,"GPEtn(22:1(13Z)/26:2(5Z,9Z))",C53H100NO8P
932.71082,PC 47:6,[M+H]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/25:0)",C55H98NO8P
932.71082,PE 50:6,[M+H]+,"GPEtn(24:4(5Z,8Z,11Z,14Z)/26:2(5E,9Z))",C55H98NO8P
932.71907,MGDG 46:6,[M+NH4]+,"MGDG(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))",C55H94O10
932.73194,PS 46:0,[M+H]+,GPSer(21:0/25:0),C52H102NO10P
932.74484,plasmenyl-PC 46:2,[M+Na]+,"PC(P-20:0/26:2(5E,9Z))",C54H104NO7P
932.75545,MGDG 48:6,[M+NH4-CO]+,"MGDG(26:2(5Z,9Z)/22:4(7Z,10Z,13Z,16Z))",C57H98O10
932.77025,TG 57:9,[M+NH4]+,TG(17:0/20:4/20:5),C60H98O6
932.86409,TG 56:2,[M+NH4]+,TG(16:0/20:0/20:2),C59H110O6
933.55514,DGDG 34:5,[M+Na]+,"DGDG(12:0/22:5(4Z,7Z,10Z,13Z,16Z))",C49H82O15
933.63255,PA 50:6,[M+Na2-H]+,"GPA(24:4(5Z,8Z,11Z,14Z)/26:2(5Z,9E))",C53H93O8P
933.64317,MGDG 46:8,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",C55H90O10
933.69437,TG 57:11,[M+Na]+,TG(17:1/20:5/20:5),C60H94O6
933.72884,PA 51:2,[M+Na]+,"GPA(26:2(5E,9Z)/25:0)",C54H103O8P
933.73707,MGDG 45:1,[M+Na]+,MGDG(24:1(15Z)/21:0),C54H102O10
933.75189,TG 58:10,[M+Li]+,TG(18:1/18:3/22:6),C61H98O6
933.78821,TG 56:4,[M+Na]+,TG(18:0/18:3/20:1),C59H106O6
933.84573,TG 57:3,[M+Li]+,TG(18:1/18:2/21:0),C60H110O6
934.5574,PS 46:10,[M+Na]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C52H82NO10P
934.63015,PC 46:9,[M+Na]+,"GPCho(24:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C54H90NO8P
934.65133,PS 45:3,[M+Na]+,"GPSer(20:3(5Z,8Z,11Z)/25:0)",C51H94NO10P
934.65369,PS 47:6,[M+H]+,"GPSer(25:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C53H92NO10P
934.72408,PC 45:2,[M+Na]+,"GPCho(19:0/26:2(5Z,9Z))",C53H102NO8P
934.72408,PE 48:2,[M+Na]+,"GPEtn(22:2(13Z,16Z)/26:0)",C53H102NO8P
934.72645,PC 47:5,[M+H]+,"GPCho(25:0/22:5(4Z,7Z,10Z,13Z,16Z))",C55H100NO8P
934.72645,PE 50:5,[M+H]+,"GPEtn(24:4(5Z,8Z,11Z,14Z)/26:1(5Z))",C55H100NO8P
934.73477,MGDG 46:5,[M+NH4]+,"MGDG(26:1(5Z)/20:4(5Z,8Z,11Z,14Z))",C55H96O10
934.76046,plasmenyl-PC 46:1,[M+Na]+,PC(P-20:0/26:1(5Z)),C54H106NO7P
934.77105,MGDG 48:5,[M+NH4-CO]+,"MGDG(26:0/22:5(4Z,7Z,10Z,13Z,16Z))",C57H100O10
934.78589,TG 57:8,[M+NH4]+,TG(17:2/20:3/20:3),C60H100O6
934.87973,TG 56:1,[M+NH4]+,TG(17:0/19:0/20:1),C59H112O6
935.57077,DGDG 34:4,[M+Na]+,"DGDG(14:0/20:4(5E,8E,11E,14E))",C49H84O15
935.64817,PA 50:5,[M+Na2-H]+,"GPA(24:4(5Z,8Z,11Z,14Z)/26:1(5Z))",C53H95O8P
935.65884,MGDG 46:7,[M+Na]+,"MGDG(26:2(5Z,9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C55H92O10
935.71001,TG 57:10,[M+Na]+,TG(17:2/18:2/22:6),C60H96O6
935.74447,PA 51:1,[M+Na]+,GPA(26:1(5Z)/25:0),C54H105O8P
935.75271,MGDG 45:0,[M+Na]+,MGDG(26:0/19:0),C54H104O10
935.76753,TG 58:9,[M+Li]+,TG(18:1/18:2/22:6),C61H100O6
935.80385,TG 56:3,[M+Na]+,TG(16:1/20:1/20:1),C59H108O6
935.86137,TG 57:2,[M+Li]+,TG(17:0/18:2/22:0),C60H112O6
936.57308,PS 46:9,[M+Na]+,"GPSer(22:5(7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C52H84NO10P
936.64584,PC 46:8,[M+Na]+,"GPCho(22:4(7Z,10Z,13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C54H92NO8P
936.66696,PS 45:2,[M+Na]+,"GPSer(20:2(5Z,8Z)/25:0)",C51H96NO10P
936.66938,PS 47:5,[M+H]+,"GPSer(22:5(7Z,10Z,13Z,16Z,19Z)/25:0)",C53H94NO10P
936.73971,PC 45:1,[M+Na]+,GPCho(25:0/20:1(13E)),C53H104NO8P
936.73971,PE 48:1,[M+Na]+,GPEtn(22:1(13Z)/26:0),C53H104NO8P
936.74213,PC 47:4,[M+H]+,"GPCho(25:0/22:4(7Z,10Z,13Z,16Z))",C55H102NO8P
936.74213,PE 50:4,[M+H]+,"GPEtn(26:0/24:4(5Z,8Z,11Z,14Z))",C55H102NO8P
936.75037,MGDG 46:4,[M+NH4]+,"MGDG(26:2(5E,9Z)/20:2(5Z,8Z))",C55H98O10
936.77609,plasmenyl-PC 46:0,[M+Na]+,PC(P-20:0/26:0),C54H108NO7P
936.78675,MGDG 48:4,[M+NH4-CO]+,"MGDG(24:0/24:4(5Z,8Z,11Z,14Z))",C57H102O10
936.80153,TG 57:7,[M+NH4]+,TG(17:2/18:0/22:5),C60H102O6
936.89537,TG 56:0,[M+NH4]+,TG(16:0/19:0/21:0),C59H114O6
937.58647,DGDG 34:3,[M+Na]+,"DGDG(16:1(9Z)/18:2(9Z,12Z))",C49H86O15
937.6638,PA 50:4,[M+Na2-H]+,"GPA(26:0/24:4(5Z,8Z,11Z,14Z))",C53H97O8P
937.67447,MGDG 46:6,[M+Na]+,"MGDG(26:2(5Z,9E)/20:4(7E,10E,13E,16E))",C55H94O10
937.72565,TG 57:9,[M+Na]+,TG(17:2/18:3/22:4),C60H98O6
937.76016,PA 51:0,[M+Na]+,GPA(26:0/25:0),C54H107O8P
937.78317,TG 58:8,[M+Li]+,TG(18:3/20:2/20:3),C61H102O6
937.81949,TG 56:2,[M+Na]+,TG(18:2/19:0/19:0),C59H110O6
937.87701,TG 57:1,[M+Li]+,TG(18:0/19:0/20:1),C60H114O6
938.58871,PS 46:8,[M+Na]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",C52H86NO10P
938.66146,PC 46:7,[M+Na]+,"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/26:2(5Z,9E))",C54H94NO8P
938.68258,PS 45:1,[M+Na]+,GPSer(20:1(13Z)/25:0),C51H98NO10P
938.68501,PS 47:4,[M+H]+,"GPSer(22:4(7Z,10Z,13Z,16Z)/25:0)",C53H96NO10P
938.72333,TG 58:13,[M+NH4]+,TG(18:3/20:5/20:5),C61H92O6
938.7554,PC 45:0,[M+Na]+,GPCho(25:0/20:0),C53H106NO8P
938.7554,PE 48:0,[M+Na]+,GPEtn(22:0/26:0),C53H106NO8P
