mz,id,ion,example,formula
886.78589,TG 53:4,[M+NH4]+,TG(16:1/17:2/20:1),C56H100O6
887.57077,DGDG 30:0,[M+Na]+,DGDG(14:0/16:0),C45H84O15
887.64817,PA 46:1,[M+Na2-H]+,GPA(24:0/22:1(13Z)),C49H95O8P
887.6506,PA 48:4,[M+Na]+,"GPA(24:4(5Z,8Z,11Z,14Z)/24:0)",C51H93O8P
887.65884,MGDG 42:3,[M+Na]+,"MGDG(26:2(5Z,9E)/16:1(9Z))",C51H92O10
887.71001,TG 53:6,[M+Na]+,TG(17:2/18:2/18:2),C56H96O6
887.76753,TG 54:5,[M+Li]+,TG(16:1/18:2/20:2),C57H100O6
888.57308,PS 42:5,[M+Na]+,"GPSer(18:1(11E)/24:4(5Z,8Z,11Z,14Z))",C48H84NO10P
888.57545,PS 44:8,[M+H]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/20:4(5E,8E,11E,14E))",C50H82NO10P
888.64584,PC 42:4,[M+Na]+,"GPCho(24:0/18:4(9E,11E,13E,15E))",C50H92NO8P
888.64584,PE 45:4,[M+Na]+,"GPEtn(22:4(7Z,10Z,13Z,16Z)/23:0)",C50H92NO8P
888.6482,PC 44:7,[M+H]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(13Z))",C52H90NO8P
888.66938,PS 43:1,[M+H]+,GPSer(20:1(11E)/23:0),C49H94NO10P
888.74213,PC 43:0,[M+H]+,GPCho(20:0/23:0),C51H102NO8P
888.74213,PE 46:0,[M+H]+,GPEtn(25:0/21:0),C51H102NO8P
888.75037,MGDG 42:0,[M+NH4]+,MGDG(16:0/26:0),C51H98O10
888.78675,MGDG 44:0,[M+NH4-CO]+,MGDG(20:0/24:0),C53H102O10
888.80153,TG 53:3,[M+NH4]+,TG(16:1/17:1/20:1),C56H102O6
889.49252,DGDG 31:6,[M+Na]+,"DGDG(9:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C46H74O15
889.6638,PA 46:0,[M+Na2-H]+,GPA(20:0/26:0),C49H97O8P
889.66622,PA 48:3,[M+Na]+,"GPA(26:2(5Z,9Z)/22:1(13Z))",C51H95O8P
889.67447,MGDG 42:2,[M+Na]+,"MGDG(25:0/17:2(9Z,12Z))",C51H94O10
889.72565,TG 53:5,[M+Na]+,TG(17:2/18:1/18:2),C56H98O6
889.78317,TG 54:4,[M+Li]+,TG(17:2/18:2/19:0),C57H102O6
890.56759,PE 46:10,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C51H82NO8P
890.58871,PS 42:4,[M+Na]+,"GPSer(20:4(5Z,8Z,11Z,14Z)/22:0)",C48H86NO10P
890.59113,PS 44:7,[M+H]+,"GPSer(22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z))",C50H84NO10P
890.66146,PC 42:3,[M+Na]+,"GPCho(20:3(8Z,11Z,14Z)/22:0)",C50H94NO8P
890.66146,PE 45:3,[M+Na]+,"GPEtn(20:3(5Z,8Z,11Z)/25:0)",C50H94NO8P
890.66389,PC 44:6,[M+H]+,"GPCho(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))",C52H92NO8P
890.66389,PE 47:6,[M+H]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/25:0)",C52H92NO8P
890.67213,MGDG 43:6,[M+NH4]+,"MGDG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H88O10
890.68501,PS 43:0,[M+H]+,GPSer(22:0/21:0),C49H96NO10P
890.69784,plasmenyl-PE 46:2,[M+Na]+,"PE(P-20:0/26:2(5E,9Z))",C51H98NO7P
890.70852,MGDG 45:6,[M+NH4-CO]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C54H92O10
890.72333,TG 54:9,[M+NH4]+,TG(18:3/18:3/18:3),C57H92O6
890.81717,TG 53:2,[M+NH4]+,TG(16:1/17:0/20:1),C56H104O6
891.5082,DGDG 31:5,[M+Na]+,"DGDG(20:5(5Z,8Z,11Z,14Z,17Z)/11:0)",C46H76O15
891.58555,PA 47:6,[M+Na2-H]+,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/25:0)",C50H87O8P
891.68185,PA 48:2,[M+Na]+,"GPA(22:2(13Z,16Z)/26:0)",C51H97O8P
891.69017,MGDG 42:1,[M+Na]+,MGDG(25:0/17:1(9Z)),C51H96O10
891.70497,TG 55:10,[M+Li]+,TG(17:2/18:3/20:5),C58H92O6
891.74129,TG 53:4,[M+Na]+,TG(16:0/17:2/20:2),C56H100O6
891.79881,TG 54:3,[M+Li]+,TG(17:2/18:1/19:0),C57H104O6
892.58321,PE 46:9,[M+Na]+,"GPEtn(22:5(7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C51H84NO8P
892.59387,MGDG 44:12,[M+NH4]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C53H78O10
892.60433,PS 42:3,[M+Na]+,"GPSer(18:3(6Z,9Z,12Z)/24:0)",C48H88NO10P
892.60676,PS 44:6,[M+H]+,"GPSer(20:2(11Z,14Z)/24:4(5Z,8Z,11Z,14Z))",C50H86NO10P
892.67715,PC 42:2,[M+Na]+,GPCho(24:1(15Z)/18:1(9Z)),C50H96NO8P
892.67715,PE 45:2,[M+Na]+,"GPEtn(23:0/22:2(13Z,16Z))",C50H96NO8P
892.67951,PC 44:5,[M+H]+,"GPCho(24:1(15Z)/20:4(7E,10E,13E,16E))",C52H94NO8P
892.67951,PE 47:5,[M+H]+,"GPEtn(25:0/22:5(4Z,7Z,10Z,13Z,16Z))",C52H94NO8P
892.68777,MGDG 43:5,[M+NH4]+,"MGDG(21:0/22:5(4Z,7Z,10Z,13Z,16Z))",C52H90O10
892.71352,plasmenyl-PE 46:1,[M+Na]+,PE(P-20:0/26:1(5Z)),C51H100NO7P
892.72415,MGDG 45:5,[M+NH4-CO]+,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/25:0)",C54H94O10
892.73897,TG 54:8,[M+NH4]+,TG(16:1/16:1/22:6),C57H94O6
892.83281,TG 53:1,[M+NH4]+,TG(17:0/17:1/19:0),C56H106O6
893.52383,DGDG 31:4,[M+Na]+,"DGDG(13:0/18:4(9E,11E,13E,15E))",C46H78O15
893.60124,PA 47:5,[M+Na2-H]+,"GPA(22:5(4Z,7Z,10Z,13Z,16Z)/25:0)",C50H89O8P
893.69753,PA 48:1,[M+Na]+,GPA(24:0/24:1(15Z)),C51H99O8P
893.70577,MGDG 42:0,[M+Na]+,MGDG(26:0/16:0),C51H98O10
893.72061,TG 55:9,[M+Li]+,TG(17:2/18:2/20:5),C58H94O6
893.75693,TG 53:3,[M+Na]+,TG(16:0/17:2/20:1),C56H102O6
893.81445,TG 54:2,[M+Li]+,TG(17:0/17:2/20:0),C57H106O6
894.5989,PE 46:8,[M+Na]+,"GPEtn(22:4(7Z,10Z,13Z,16Z)/24:4(5Z,8Z,11Z,14Z))",C51H86NO8P
894.6095,MGDG 44:11,[M+NH4]+,"MGDG(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C53H80O10
894.62002,PS 42:2,[M+Na]+,GPSer(20:1(13Z)/22:1(13Z)),C48H90NO10P
894.62238,PS 44:5,[M+H]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/20:1(11Z))",C50H88NO10P
894.69277,PC 42:1,[M+Na]+,GPCho(18:1(17Z)/24:0),C50H98NO8P
894.69277,PE 45:1,[M+Na]+,GPEtn(20:1(11E)/25:0),C50H98NO8P
894.6952,PC 44:4,[M+H]+,"GPCho(24:1(15Z)/20:3(5Z,8Z,11Z))",C52H96NO8P
894.6952,PE 47:4,[M+H]+,"GPEtn(23:0/24:4(5Z,8Z,11Z,14Z))",C52H96NO8P
894.70344,MGDG 43:4,[M+NH4]+,"MGDG(22:4(7Z,10Z,13Z,16Z)/21:0)",C52H92O10
894.72915,plasmenyl-PC 43:0,[M+Na]+,PC(P-20:0/23:0),C51H102NO7P
894.72915,plasmenyl-PE 46:0,[M+Na]+,PE(P-20:0/26:0),C51H102NO7P
894.73985,MGDG 45:4,[M+NH4-CO]+,"MGDG(20:4(5E,8E,11E,14E)/25:0)",C54H96O10
894.75461,TG 54:7,[M+NH4]+,TG(16:1/16:1/22:5),C57H96O6
894.84845,TG 53:0,[M+NH4]+,TG(16:0/16:0/21:0),C56H108O6
895.53951,DGDG 31:3,[M+Na]+,"DGDG(20:3(5Z,8Z,11Z)/11:0)",C46H80O15
895.61686,PA 47:4,[M+Na2-H]+,"GPA(25:0/22:4(7Z,10Z,13Z,16Z))",C50H91O8P
895.62753,MGDG 43:6,[M+Na]+,"MGDG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H88O10
895.67873,TG 54:9,[M+Na]+,TG(18:3/18:3/18:3),C57H92O6
895.71316,PA 48:0,[M+Na]+,GPA(22:0/26:0),C51H101O8P
895.73625,TG 55:8,[M+Li]+,TG(17:1/18:2/20:5),C58H96O6
895.77257,TG 53:2,[M+Na]+,TG(16:1/16:1/21:0),C56H104O6
895.83009,TG 54:1,[M+Li]+,TG(18:0/18:0/18:1),C57H108O6
896.61453,PE 46:7,[M+Na]+,"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/26:2(5Z,9Z))",C51H88NO8P
896.62517,MGDG 44:10,[M+NH4]+,"MGDG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C53H82O10
896.63564,PS 42:1,[M+Na]+,GPSer(18:1(11Z)/24:0),C48H92NO10P
896.63807,PS 44:4,[M+H]+,"GPSer(18:2(9Z,12Z)/26:2(5E,9Z))",C50H90NO10P
896.66155,MGDG 46:10,[M+NH4-CO]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C55H86O10
896.7084,PC 42:0,[M+Na]+,GPCho(25:0/17:0),C50H100NO8P
896.7084,PE 45:0,[M+Na]+,GPEtn(19:0/26:0),C50H100NO8P
896.71082,PC 44:3,[M+H]+,"GPCho(26:2(5E,9Z)/18:1(17Z))",C52H98NO8P
896.71907,MGDG 43:3,[M+NH4]+,"MGDG(20:3(5Z,8Z,11Z)/23:0)",C52H94O10
896.75545,MGDG 45:3,[M+NH4-CO]+,"MGDG(20:3(5Z,8Z,11Z)/25:0)",C54H98O10
896.77025,TG 54:6,[M+NH4]+,TG(16:0/16:1/22:5),C57H98O6
897.54927,MGDG 44:12,[M+Na]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C53H78O10
897.55514,DGDG 31:2,[M+Na]+,"DGDG(18:2(9Z,12Z)/13:0)",C46H82O15
897.64317,MGDG 43:5,[M+Na]+,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/23:0)",C52H90O10
897.69437,TG 54:8,[M+Na]+,TG(16:1/18:2/20:5),C57H94O6
897.75189,TG 55:7,[M+Li]+,TG(16:0/17:2/22:5),C58H98O6
897.78821,TG 53:1,[M+Na]+,TG(17:1/18:0/18:0),C56H106O6
897.84573,TG 54:0,[M+Li]+,TG(16:0/19:0/19:0),C57H110O6
898.63015,PC 43:6,[M+Na]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/21:0)",C51H90NO8P
898.63015,PE 46:6,[M+Na]+,"GPEtn(20:4(7E,10E,13E,16E)/26:2(5Z,9Z))",C51H90NO8P
898.64082,MGDG 44:9,[M+NH4]+,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/24:4(5Z,8Z,11Z,14Z))",C53H84O10
898.65133,PS 42:0,[M+Na]+,GPSer(23:0/19:0),C48H94NO10P
898.65369,PS 44:3,[M+H]+,"GPSer(18:1(6Z)/26:2(5Z,9E))",C50H92NO10P
898.67721,MGDG 46:9,[M+NH4-CO]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C55H88O10
898.72645,PC 44:2,[M+H]+,"GPCho(22:0/22:2(13Z,16Z))",C52H100NO8P
898.72645,PE 47:2,[M+H]+,"GPEtn(26:2(5Z,9E)/21:0)",C52H100NO8P
898.73477,MGDG 43:2,[M+NH4]+,"MGDG(23:0/20:2(5Z,8Z))",C52H96O10
898.77105,MGDG 45:2,[M+NH4-CO]+,"MGDG(22:2(13Z,16Z)/23:0)",C54H100O10
898.78589,TG 54:5,[M+NH4]+,TG(16:1/16:1/22:3),C57H100O6
899.5649,MGDG 44:11,[M+Na]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C53H80O10
899.57077,DGDG 31:1,[M+Na]+,DGDG(13:0/18:1(6Z)),C46H84O15
899.64817,PA 47:2,[M+Na2-H]+,"GPA(26:2(5E,9Z)/21:0)",C50H95O8P
899.65884,MGDG 43:4,[M+Na]+,"MGDG(26:2(5Z,9E)/17:2(9Z,12Z))",C52H92O10
899.71001,TG 54:7,[M+Na]+,TG(16:1/16:1/22:5),C57H96O6
899.76753,TG 55:6,[M+Li]+,TG(17:0/18:3/20:3),C58H100O6
899.80385,TG 53:0,[M+Na]+,TG(17:0/18:0/18:0),C56H108O6
900.5519,PC 44:12,[M+Na]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H80NO8P
900.57308,PS 43:6,[M+Na]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/21:0)",C49H84NO10P
900.64584,PC 43:5,[M+Na]+,"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/23:0)",C51H92NO8P
900.64584,PE 46:5,[M+Na]+,"GPEtn(20:3(5Z,8Z,11Z)/26:2(5Z,9E))",C51H92NO8P
900.6482,PE 48:8,[M+H]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/26:2(5E,9Z))",C53H90NO8P
900.65647,MGDG 44:8,[M+NH4]+,"MGDG(20:4(5E,8E,11E,14E)/24:4(5Z,8Z,11Z,14Z))",C53H86O10
900.66938,PS 44:2,[M+H]+,"GPSer(18:0/26:2(5Z,9E))",C50H94NO10P
900.68221,plasmenyl-PC 44:4,[M+Na]+,"PC(P-20:0/24:4(5Z,8Z,11Z,14Z))",C52H96NO7P
900.69285,MGDG 46:8,[M+NH4-CO]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",C55H90O10
900.74213,PC 44:1,[M+H]+,GPCho(26:1(5Z)/18:0),C52H102NO8P
900.74213,PE 47:1,[M+H]+,GPEtn(24:1(15Z)/23:0),C52H102NO8P
900.75037,MGDG 43:1,[M+NH4]+,MGDG(18:1(13Z)/25:0),C52H98O10
900.77851,plasmenyl-PC 45:0,[M+H]+,PC(P-20:0/25:0),C53H106NO7P
900.78675,MGDG 45:1,[M+NH4-CO]+,MGDG(20:1(11Z)/25:0),C54H102O10
900.80153,TG 54:4,[M+NH4]+,TG(16:1/18:3/20:0),C57H102O6
901.56993,PA 48:8,[M+Na2-H]+,"GPA(24:4(5Z,8Z,11Z,14Z)/24:4(5Z,8Z,11Z,14Z))",C51H85O8P
901.58057,MGDG 44:10,[M+Na]+,"MGDG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C53H82O10
901.58647,DGDG 31:0,[M+Na]+,DGDG(15:0/16:0),C46H86O15
901.6638,PA 47:1,[M+Na2-H]+,GPA(24:1(15Z)/23:0),C50H97O8P
901.66622,PA 49:4,[M+Na]+,"GPA(24:4(5Z,8Z,11Z,14Z)/25:0)",C52H95O8P
901.67447,MGDG 43:3,[M+Na]+,"MGDG(26:1(5Z)/17:2(9Z,12Z))",C52H94O10
901.72565,TG 54:6,[M+Na]+,TG(16:1/18:1/20:4),C57H98O6
901.78317,TG 55:5,[M+Li]+,TG(18:2/18:3/19:0),C58H102O6
902.49477,PS 44:12,[M+Na]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H74NO10P
902.56759,PC 44:11,[M+Na]+,"GPCho(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C52H82NO8P
902.58871,PS 43:5,[M+Na]+,"GPSer(21:0/22:5(7Z,10Z,13Z,16Z,19Z))",C49H86NO10P
902.66146,PC 43:4,[M+Na]+,"GPCho(23:0/20:4(7E,10E,13E,16E))",C51H94NO8P
902.66146,PE 46:4,[M+Na]+,"GPEtn(20:4(5E,8E,11E,14E)/26:0)",C51H94NO8P
902.66389,PE 48:7,[M+H]+,"GPEtn(22:5(7Z,10Z,13Z,16Z,19Z)/26:2(5Z,9Z))",C53H92NO8P
902.67213,MGDG 44:7,[M+NH4]+,"MGDG(22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))",C53H88O10
902.68501,PS 44:1,[M+H]+,GPSer(18:1(17Z)/26:0),C50H96NO10P
902.70852,MGDG 46:7,[M+NH4-CO]+,"MGDG(26:2(5Z,9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C55H92O10
902.72333,TG 55:10,[M+NH4]+,TG(17:2/18:3/20:5),C58H92O6
902.75776,PC 44:0,[M+H]+,GPCho(23:0/21:0),C52H104NO8P
902.75776,PE 47:0,[M+H]+,GPEtn(24:0/23:0),C52H104NO8P
902.76597,MGDG 43:0,[M+NH4]+,MGDG(24:0/19:0),C52H100O10
902.80239,MGDG 45:0,[M+NH4-CO]+,MGDG(26:0/19:0),C54H104O10
902.81717,TG 54:3,[M+NH4]+,TG(16:0/18:2/20:1),C57H104O6
903.5082,DGDG 32:6,[M+Na]+,"DGDG(10:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C47H76O15
903.58555,PA 48:7,[M+Na2-H]+,"GPA(22:5(4Z,7Z,10Z,13Z,16Z)/26:2(5Z,9E))",C51H87O8P
903.59622,MGDG 44:9,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C53H84O10
903.67948,PA 47:0,[M+Na2-H]+,GPA(22:0/25:0),C50H99O8P
903.69017,MGDG 43:2,[M+Na]+,"MGDG(25:0/18:2(9Z,12Z))",C52H96O10
903.70497,TG 56:11,[M+Li]+,TG(18:3/18:3/20:5),C59H92O6
903.74129,TG 54:5,[M+Na]+,TG(16:0/16:0/22:5),C57H100O6
903.79881,TG 55:4,[M+Li]+,TG(16:1/18:3/21:0),C58H104O6
904.51046,PS 44:11,[M+Na]+,"GPSer(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H76NO10P
904.58321,PC 44:10,[M+Na]+,"GPCho(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C52H84NO8P
904.60433,PS 43:4,[M+Na]+,"GPSer(23:0/20:4(5E,8E,11E,14E))",C49H88NO10P
904.67715,PC 43:3,[M+Na]+,"GPCho(26:2(5Z,9E)/17:1(9Z))",C51H96NO8P
904.67715,PE 46:3,[M+Na]+,"GPEtn(20:1(11E)/26:2(5Z,9Z))",C51H96NO8P
904.67951,PC 45:6,[M+H]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/23:0)",C53H94NO8P
904.67951,PE 48:6,[M+H]+,"GPEtn(26:2(5E,9Z)/22:4(7Z,10Z,13Z,16Z))",C53H94NO8P
904.68777,MGDG 44:6,[M+NH4]+,"MGDG(18:4(9E,11E,13E,15E)/26:2(5Z,9Z))",C53H90O10
904.70063,PS 44:0,[M+H]+,GPSer(19:0/25:0),C50H98NO10P
904.71352,plasmenyl-PC 44:2,[M+Na]+,"PC(P-18:0/26:2(5E,9Z))",C52H100NO7P
904.72415,MGDG 46:6,[M+NH4-CO]+,"MGDG(26:2(5E,9Z)/20:4(5Z,8Z,11Z,14Z))",C55H94O10
904.73897,TG 55:9,[M+NH4]+,TG(17:2/18:3/20:4),C58H94O6
904.83281,TG 54:2,[M+NH4]+,TG(17:1/17:1/20:0),C57H106O6
905.52383,DGDG 32:5,[M+Na]+,"DGDG(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)",C47H78O15
905.60124,PA 48:6,[M+Na2-H]+,"GPA(26:2(5Z,9E)/22:4(7Z,10Z,13Z,16Z))",C51H89O8P
905.61187,MGDG 44:8,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/20:4(5E,8E,11E,14E))",C53H86O10
905.69753,PA 49:2,[M+Na]+,"GPA(23:0/26:2(5Z,9E))",C52H99O8P
905.70577,MGDG 43:1,[M+Na]+,MGDG(25:0/18:1(9Z)),C52H98O10
905.72061,TG 56:10,[M+Li]+,TG(16:0/20:5/20:5),C59H94O6
905.75693,TG 54:4,[M+Na]+,TG(16:0/16:0/22:4),C57H102O6
905.81445,TG 55:3,[M+Li]+,TG(16:1/18:2/21:0),C58H106O6
906.52609,PS 44:10,[M+Na]+,"GPSer(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C50H78NO10P
906.5989,PC 44:9,[M+Na]+,"GPCho(22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C52H86NO8P
906.62002,PS 43:3,[M+Na]+,"GPSer(25:0/18:3(9Z,12Z,15Z))",C49H90NO10P
906.62238,PS 45:6,[M+H]+,"GPSer(23:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C51H88NO10P
906.69277,PC 43:2,[M+Na]+,"GPCho(25:0/18:2(6Z,9Z))",C51H98NO8P
906.69277,PE 46:2,[M+Na]+,"GPEtn(20:2(5Z,8Z)/26:0)",C51H98NO8P
906.6952,PC 45:5,[M+H]+,"GPCho(25:0/20:5(5Z,8Z,11Z,14Z,17Z))",C53H96NO8P
906.6952,PE 48:5,[M+H]+,"GPEtn(24:4(5Z,8Z,11Z,14Z)/24:1(15Z))",C53H96NO8P
906.70344,MGDG 44:5,[M+NH4]+,"MGDG(26:2(5Z,9E)/18:3(9Z,12Z,15Z))",C53H92O10
906.72915,plasmenyl-PC 44:1,[M+Na]+,PC(P-20:0/24:1(15Z)),C52H102NO7P
906.73985,MGDG 46:5,[M+NH4-CO]+,"MGDG(26:2(5E,9Z)/20:3(5Z,8Z,11Z))",C55H96O10
906.75461,TG 55:8,[M+NH4]+,TG(16:1/17:2/22:5),C58H96O6
906.84845,TG 54:1,[M+NH4]+,TG(16:0/18:1/20:0),C57H108O6
907.53951,DGDG 32:4,[M+Na]+,"DGDG(18:4(9E,11E,13E,15E)/14:0)",C47H80O15
907.61686,PA 48:5,[M+Na2-H]+,"GPA(26:0/22:5(7Z,10Z,13Z,16Z,19Z))",C51H91O8P
907.62753,MGDG 44:7,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",C53H88O10
907.67873,TG 55:10,[M+Na]+,TG(17:2/18:3/20:5),C58H92O6
907.71316,PA 49:1,[M+Na]+,GPA(26:1(5Z)/23:0),C52H101O8P
907.72137,MGDG 43:0,[M+Na]+,MGDG(26:0/17:0),C52H100O10
907.73625,TG 56:9,[M+Li]+,TG(16:1/20:4/20:4),C59H96O6
907.77257,TG 54:3,[M+Na]+,TG(17:0/17:1/20:2),C57H104O6
907.83009,TG 55:2,[M+Li]+,TG(16:1/17:0/22:1),C58H108O6
908.54177,PS 44:9,[M+Na]+,"GPSer(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C50H80NO10P
908.61453,PC 44:8,[M+Na]+,"GPCho(24:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C52H88NO8P
908.63564,PS 43:2,[M+Na]+,"GPSer(25:0/18:2(9Z,12Z))",C49H92NO10P
908.63807,PS 45:5,[M+H]+,"GPSer(22:5(7Z,10Z,13Z,16Z,19Z)/23:0)",C51H90NO10P
908.7084,PC 43:1,[M+Na]+,GPCho(18:1(4E)/25:0),C51H100NO8P
908.7084,PE 46:1,[M+Na]+,GPEtn(22:0/24:1(15Z)),C51H100NO8P
908.71082,PC 45:4,[M+H]+,"GPCho(20:4(7E,10E,13E,16E)/25:0)",C53H98NO8P
908.71082,PE 48:4,[M+H]+,"GPEtn(24:4(5Z,8Z,11Z,14Z)/24:0)",C53H98NO8P
908.71907,MGDG 44:4,[M+NH4]+,"MGDG(26:2(5Z,9E)/18:2(9Z,11Z))",C53H94O10
908.74484,plasmenyl-PC 44:0,[M+Na]+,PC(P-20:0/24:0),C52H104NO7P
908.75545,MGDG 46:4,[M+NH4-CO]+,"MGDG(20:2(11Z,14Z)/26:2(5E,9Z))",C55H98O10
908.77025,TG 55:7,[M+NH4]+,TG(17:0/18:2/20:5),C58H98O6
908.86409,TG 54:0,[M+NH4]+,TG(16:0/16:0/22:0),C57H110O6
909.55514,DGDG 32:3,[M+Na]+,"DGDG(20:3(5Z,8Z,11Z)/12:0)",C47H82O15
909.63255,PA 48:4,[M+Na2-H]+,"GPA(22:2(13Z,16Z)/26:2(5E,9Z))",C51H93O8P
909.64317,MGDG 44:6,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/20:2(5Z,8Z))",C53H90O10
909.69437,TG 55:9,[M+Na]+,TG(17:2/18:2/20:5),C58H94O6
909.72884,PA 49:0,[M+Na]+,GPA(26:0/23:0),C52H103O8P
909.75189,TG 56:8,[M+Li]+,TG(18:0/18:3/20:5),C59H98O6
909.78821,TG 54:2,[M+Na]+,TG(16:0/18:2/20:0),C57H106O6
909.84573,TG 55:1,[M+Li]+,TG(16:1/18:0/21:0),C58H110O6
910.5574,PS 44:8,[M+Na]+,"GPSer(24:4(5Z,8Z,11Z,14Z)/20:4(5E,8E,11E,14E))",C50H82NO10P
910.63015,PC 44:7,[M+Na]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(13Z))",C52H90NO8P
910.63258,PC 46:10,[M+H]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:4(5Z,8Z,11Z,14Z))",C54H88NO8P
910.65133,PS 43:1,[M+Na]+,GPSer(18:1(4E)/25:0),C49H94NO10P
910.65369,PS 45:4,[M+H]+,"GPSer(25:0/20:4(5Z,8Z,11Z,14Z))",C51H92NO10P
910.72408,PC 43:0,[M+Na]+,GPCho(26:0/17:0),C51H102NO8P
910.72408,PE 46:0,[M+Na]+,GPEtn(23:0/23:0),C51H102NO8P
910.72645,PC 45:3,[M+H]+,"GPCho(20:3(5Z,8Z,11Z)/25:0)",C53H100NO8P
910.72645,PE 48:3,[M+H]+,"GPEtn(22:1(13Z)/26:2(5Z,9Z))",C53H100NO8P
910.73477,MGDG 44:3,[M+NH4]+,"MGDG(26:2(5E,9Z)/18:1(7Z))",C53H96O10
910.76289,plasmenyl-PC 46:2,[M+H]+,"PC(P-20:0/26:2(5Z,9Z))",C54H104NO7P
910.77105,MGDG 46:3,[M+NH4-CO]+,"MGDG(26:1(5Z)/20:2(5Z,8Z))",C55H100O10
910.78589,TG 55:6,[M+NH4]+,TG(17:1/18:1/20:4),C58H100O6
911.57077,DGDG 32:2,[M+Na]+,"DGDG(18:2(9Z,12Z)/14:0)",C47H84O15
911.64817,PA 48:3,[M+Na2-H]+,"GPA(22:2(13Z,16Z)/26:1(5Z))",C51H95O8P
